year,count,,journal,count,,MeSH super-term,count
,,,The Journal of experimental zoology,15,,,
,,,The Journal of nutritional biochemistry,15,,,
,,,The Journal of the American Academy of Orthopaedic Surgeons,15,,,
,,,The Washington post,15,,,
,,,Vision research,15,,,
,,,Zentralblatt für Gynäkologie,15,,,
,,,Zhongguo gu shang = China journal of orthopaedics and traumatology,15,,,
,,,Zhonghua fu chan ke za zhi,15,,,
,,,Acta obstetricia et gynecologica Scandinavica,14,,,
,,,Acta oto-laryngologica. Supplementum,14,,,
,,,Advances in space research : the official journal of the Committee on Space Research (COSPAR),14,,,
,,,"Anatomia, histologia, embryologia",14,,,
,,,Annales de biologie clinique,14,,,
,,,Annali dell'Istituto superiore di sanità,14,,,
,,,Arquivos brasileiros de cardiologia,14,,,
,,,"Artificial cells, blood substitutes, and immobilization biotechnology",14,,,
,,,Asian cardiovascular & thoracic annals,14,,,
,,,Bioorganic & medicinal chemistry,14,,,
,,,Bulletin of mathematical biology,14,,,
,,,"Cancer prevention research (Philadelphia, Pa.)",14,,,
,,,Cardiovascular drugs and therapy / sponsored by the International Society of Cardiovascular Pharmacotherapy,14,,,
,,,Clinica chimica acta; international journal of clinical chemistry,14,,,
,,,Clinical and investigative medicine. Médecine clinique et experimentale,14,,,
,,,"Colloids and surfaces. B, Biointerfaces",14,,,
,,,Comparative medicine,14,,,
,,,Congenital anomalies,14,,,
,,,Critical reviews in biomedical engineering,14,,,
,,,Critical reviews in immunology,14,,,
,,,"Der Hautarzt; Zeitschrift für Dermatologie, Venerologie, und verwandte Gebiete",14,,,
,,,Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.],14,,,
,,,"Diabetes, obesity & metabolism",14,,,
,,,Early human development,14,,,
,,,Endocrine-related cancer,14,,,
,,,Equine veterinary journal,14,,,
,,,Experimental brain research,14,,,
,,,Fen zi xi bao sheng wu xue bao = Journal of molecular cell biology / Zhongguo xi bao sheng wu xue xue hui zhu ban,14,,,
,,,Folia morphologica,14,,,
,,,Future cardiology,14,,,
,,,Gan no rinsho. Japan journal of cancer clinics,14,,,
,,,Health care analysis : HCA : journal of health philosophy and policy,14,,,
,,,"Human fertility (Cambridge, England)",14,,,
,,,International journal of antimicrobial agents,14,,,
,,,International review of neurobiology,14,,,
,,,Iranian biomedical journal,14,,,
,,,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,14,,,
,,,Journal of virological methods,14,,,
,,,Medical device technology,14,,,
,,,Microbes and infection / Institut Pasteur,14,,,
,,,"Microscopy and microanalysis : the official journal of Microscopy Society of America, Microbeam Analysis Society, Microscopical Society of Canada",14,,,
,,,Nanoscale,14,,,
,,,Neuro-Signals,14,,,
,,,Neuroscience bulletin,14,,,
,,,Pakistan journal of biological sciences: PJBS,14,,,
,,,Periodontology 2000,14,,,
,,,Platelets,14,,,
,,,Progress in experimental tumor research,14,,,
,,,Progress in molecular and subcellular biology,14,,,
,,,Reviews in the neurosciences,14,,,
,,,Revista chilena de infectología : órgano oficial de la Sociedad Chilena de Infectología,14,,,
,,,Rheumatology international,14,,,
,,,Scandinavian cardiovascular journal : SCJ,14,,,
,,,Spinal cord,14,,,
,,,"Synapse (New York, N.Y.)",14,,,
,,,"The Annals of otology, rhinology, and laryngology",14,,,
,,,The Histochemical journal,14,,,
,,,The Journal of antibiotics,14,,,
,,,The Journal of toxicological sciences,14,,,
,,,The Korean journal of laboratory medicine,14,,,
,,,The Tokai journal of experimental and clinical medicine,14,,,
,,,Therapeutic advances in cardiovascular disease,14,,,
,,,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,14,,,
,,,Academic radiology,13,,,
,,,Advances in dental research,13,,,
,,,ALTEX,13,,,
,,,Amyotrophic lateral sclerosis : official publication of the World Federation of Neurology Research Group on Motor Neuron Diseases,13,,,
,,,Biological psychiatry,13,,,
,,,Biologicals : journal of the International Association of Biological Standardization,13,,,
,,,"Biomedical research (Tokyo, Japan)",13,,,
,,,Biometrics,13,,,
,,,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,13,,,
,,,BMC infectious diseases,13,,,
,,,Breast disease,13,,,
,,,Bulletin et mémoires de l'Académie royale de médecine de Belgique,13,,,
,,,Cancer radiothérapie : journal de la Société française de radiothérapie oncologique,13,,,
,,,Cell biology international reports,13,,,
,,,Central nervous system agents in medicinal chemistry,13,,,
,,,Clinical genetics,13,,,
,,,Clinical journal of the American Society of Nephrology : CJASN,13,,,
,,,Comptes rendus hebdomadaires des séances de l'Académie des sciences. Série D: Sciences naturelles,13,,,
,,,Croatian medical journal,13,,,
,,,Current medical research and opinion,13,,,
,,,"Current protocols in neuroscience / editorial board, Jacqueline N. Crawley ... [et al.]",13,,,
,,,Cytotechnology,13,,,
,,,Der Orthopäde,13,,,
,,,Endothelium : journal of endothelial cell research,13,,,
,,,Enfermedades infecciosas y microbiología clínica,13,,,
,,,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft für Pharmazeutische Verfahrenstechnik e.V,13,,,
,,,Experimental lung research,13,,,
,,,Fortschritte der Medizin,13,,,
,,,Hemoglobin,13,,,
,,,Interactive cardiovascular and thoracic surgery,13,,,
,,,International journal of clinical oncology,13,,,
,,,International journal of clinical pharmacology and therapeutics,13,,,
,,,Invasion & metastasis,13,,,
,,,JACC. Cardiovascular imaging,13,,,
,,,Journal of artificial organs : the official journal of the Japanese Society for Artificial Organs,13,,,
,,,Journal of child neurology,13,,,
,,,Journal of clinical and experimental hematopathology : JCEH,13,,,
,,,"Journal of experimental zoology. Part B, Molecular and developmental evolution",13,,,
,,,Journal of interferon research,13,,,
,,,Journal of interventional cardiology,13,,,
,,,Journal of mathematical biology,13,,,
,,,Journal of the American Heart Association,13,,,
,,,"Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan / sponsored by All-China Association of Traditional Chinese Medicine, Academy of Traditional Chinese Medicine",13,,,
,,,Kinderkrankenschwester : Organ der Sektion Kinderkrankenpflege / Deutsche Gesellschaft für Sozialpädiatrie und Deutsche Gesellschaft für Kinderheilkunde,13,,,
,,,Klinická onkologie : casopis Ceské a Slovenské onkologické spolecnosti,13,,,
,,,Kosmicheskaia biologiia i aviakosmicheskaia meditsina,13,,,
,,,Lab animal,13,,,
,,,Likars'ka sprava / Ministerstvo okhorony zdorov'ia Ukraïny,13,,,
,,,Mediators of inflammation,13,,,
,,,Modern healthcare,13,,,
,,,"Molecules (Basel, Switzerland)",13,,,
,,,Neurologia medico-chirurgica,13,,,
,,,ONS connect,13,,,
,,,Pediatric endocrinology reviews : PER,13,,,
,,,"Prostaglandins, leukotrienes, and essential fatty acids",13,,,
,,,"Radiation oncology (London, England)",13,,,
,,,Recent patents on cardiovascular drug discovery,13,,,
,,,"Reproduction, nutrition, development",13,,,
,,,Seminars in nephrology,13,,,
,,,"Small (Weinheim an der Bergstrasse, Germany)",13,,,
,,,Surgery today,13,,,
,,,The Journal of contemporary health law and policy,13,,,
,,,The Journal of infusional chemotherapy,13,,,
,,,The Journal of nutrition,13,,,
,,,The new microbiologica,13,,,
,,,Theoretical biology & medical modelling,13,,,
,,,Toxicologic pathology,13,,,
,,,Urologic oncology,13,,,
,,,Veterinary surgery : VS,13,,,
,,,Zentralblatt für Chirurgie,13,,,
,,,Zhonghua yi xue za zhi = Chinese medical journal; Free China ed,13,,,
,,,Acta cirúrgica brasileira / Sociedade Brasileira para Desenvolvimento Pesquisa em Cirurgia,12,,,
,,,Acta medica Austriaca,12,,,
,,,Acta medica Indonesiana,12,,,
,,,"Acta paediatrica (Oslo, Norway : 1992)",12,,,
,,,Acta paediatrica Japonica; Overseas edition,12,,,
,,,Acta radiologica. Oncology,12,,,
,,,Alimentary pharmacology & therapeutics,12,,,
,,,Annual review of physiology,12,,,
,,,Archives of histology and cytology,12,,,
,,,Arerugī = [Allergy],12,,,
,,,Arquivos de neuro-psiquiatria,12,,,
,,,Arzneimittel-Forschung,12,,,
,,,Asian Pacific journal of tropical medicine,12,,,
,,,Biochemistry. Biokhimii͡a,12,,,
,,,Biomarkers in medicine,12,,,
,,,Biomedit͡sinskai͡a khimii͡a,12,,,
,,,Blood purification,12,,,
,,,BMC musculoskeletal disorders,12,,,
,,,Brain tumor pathology,12,,,
,,,Cardiology in the young,12,,,
,,,Cardiovascular therapeutics,12,,,
,,,Cell differentiation and development : the official journal of the International Society of Developmental Biologists,12,,,
,,,Cell motility and the cytoskeleton,12,,,
,,,Chembiochem : a European journal of chemical biology,12,,,
,,,Chromosoma,12,,,
,,,Circulation. Cardiovascular interventions,12,,,
,,,Circulation. Heart failure,12,,,
,,,Clinical and experimental medicine,12,,,
,,,Clinical oral implants research,12,,,
,,,Clinical oral investigations,12,,,
,,,Clinics in chest medicine,12,,,
,,,Clinics in laboratory medicine,12,,,
,,,Clinics in perinatology,12,,,
,,,Contrast media & molecular imaging,12,,,
,,,Current cardiology reports,12,,,
,,,Current problems in surgery,12,,,
,,,"Current protocols in toxicology / editorial board, Mahin D. Maines (editor-in-chief) ... [et al.]",12,,,
,,,"Dermatology (Basel, Switzerland)",12,,,
,,,European journal of cancer care,12,,,
,,,European journal of ophthalmology,12,,,
,,,European journal of radiology,12,,,
,,,Fly,12,,,
,,,Gaceta médica de México,12,,,
,,,Gastrointestinal endoscopy,12,,,
,,,Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society,12,,,
,,,Hepatobiliary & pancreatic diseases international : HBPD INT,12,,,
,,,Human & experimental toxicology,12,,,
,,,Inflammatory bowel diseases,12,,,
,,,International journal of impotence research,12,,,
,,,Journal international de bioéthique = International journal of bioethics,12,,,
,,,Journal of biomaterials applications,12,,,
,,,Journal of bone and mineral metabolism,12,,,
,,,Journal of cardiovascular pharmacology and therapeutics,12,,,
,,,Journal of comparative pathology,12,,,
,,,Journal of experimental therapeutics & oncology,12,,,
,,,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract,12,,,
,,,Journal of human hypertension,12,,,
,,,Journal of neurovirology,12,,,
,,,Journal of reproduction and fertility,12,,,
,,,Journal of veterinary science,12,,,
,,,JPEN. Journal of parenteral and enteral nutrition,12,,,
,,,Klinische Monatsblätter für Augenheilkunde,12,,,
,,,Laryngo- rhino- otologie,12,,,
,,,Lipids,12,,,
,,,Missouri medicine,12,,,
,,,Molecular pathology : MP,12,,,
,,,Molekuliarnaia biologiia,12,,,
,,,Mutagenesis,12,,,
,,,Nature reviews. Cardiology,12,,,
,,,Nature reviews. Neurology,12,,,
,,,Neuroscience and behavioral physiology,12,,,
,,,Nihon Sanka Fujinka Gakkai zasshi,12,,,
,,,Nihon Shokakibyo Gakkai zasshi = The Japanese journal of gastro-enterology,12,,,
,,,Nippon Ganka Gakkai zasshi,12,,,
,,,Nursing times,12,,,
,,,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,12,,,
,,,Pediatric dentistry,12,,,
,,,Pediatric dermatology,12,,,
,,,Pharmacological reviews,12,,,
,,,Photomedicine and laser surgery,12,,,
,,,Recent patents on drug delivery & formulation,12,,,
,,,Revista iberoamericana de micología,12,,,
,,,Revue française de transfusion et immuno-hématologie,12,,,
,,,Seminars in pediatric surgery,12,,,
,,,Surgical neurology,12,,,
,,,Symposia of the Society for Experimental Biology,12,,,
,,,Tecnologica. MAP supplement. Blue Cross and Blue Shield Association. Medical Advisory Panel,12,,,
,,,The American journal of Chinese medicine,12,,,
,,,The British journal of surgery,12,,,
,,,The journal of supportive oncology,12,,,
,,,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,12,,,
,,,Theoretical medicine and bioethics,12,,,
,,,World journal of urology,12,,,
,,,Zhongguo fei ai za zhi = Chinese journal of lung cancer,12,,,
,,,Acta pathologica japonica,11,,,
,,,Acta poloniae pharmaceutica,11,,,
,,,Advances in therapy,11,,,
,,,AJNR. American journal of neuroradiology,11,,,
,,,Anesthesia and analgesia,11,,,
,,,Annals of vascular surgery,11,,,
,,,Archives of disease in childhood,11,,,
,,,Bio Systems,11,,,
,,,Biomedical and environmental sciences : BES,11,,,
,,,Biomedical engineering online,11,,,
,,,BMC medical genomics,11,,,
,,,BMC molecular biology,11,,,
,,,Bollettino dell'Istituto sieroterapico milanese,11,,,
,,,Brain research. Brain research reviews,11,,,
,,,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,11,,,
,,,Cancer detection and prevention,11,,,
,,,Cardiovascular & hematological agents in medicinal chemistry,11,,,
,,,Cell communication & adhesion,11,,,
,,,"Cerebrovascular diseases (Basel, Switzerland)",11,,,
,,,Chemical research in toxicology,11,,,
,,,Clinical cardiology,11,,,
,,,Clinical laboratory science : journal of the American Society for Medical Technology,11,,,
,,,Clinical therapeutics,11,,,
,,,"Clinics (São Paulo, Brazil)",11,,,
,,,Combinatorial chemistry & high throughput screening,11,,,
,,,Contributions to nephrology,11,,,
,,,Cryo letters,11,,,
,,,Current opinion in chemical biology,11,,,
,,,"Current protocols in cytometry / editorial board, J. Paul Robinson, managing editor ... [et al.]",11,,,
,,,Dental materials : official publication of the Academy of Dental Materials,11,,,
,,,Der Nervenarzt,11,,,
,,,"Dong wu xue yan jiu = Zoological research / ""Dong wu xue yan jiu"" bian ji wei yuan hui bian ji",11,,,
,,,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,11,,,
,,,Endoscopy,11,,,
,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,11,,,
,,,European radiology,11,,,
,,,Evolution & development,11,,,
,,,Experimental and toxicologic pathology : official journal of the Gesellschaft für Toxikologische Pathologie,11,,,
,,,Experimental diabetes research,11,,,
,,,Facial plastic surgery : FPS,11,,,
,,,Glycoconjugate journal,11,,,
,,,Haemophilia : the official journal of the World Federation of Hemophilia,11,,,
,,,"Health news (Waltham, Mass.)",11,,,
,,,Inflammation,11,,,
,,,International endodontic journal,11,,,
,,,International journal of gynecological pathology : official journal of the International Society of Gynecological Pathologists,11,,,
,,,International journal of obesity and related metabolic disorders : journal of the International Association for the Study of Obesity,11,,,
,,,JACC. Cardiovascular interventions,11,,,
,,,Journal der Deutschen Dermatologischen Gesellschaft = Journal of the German Society of Dermatology : JDDG,11,,,
,,,Journal of acquired immune deficiency syndromes (1999),11,,,
,,,Journal of biomechanical engineering,11,,,
,,,Journal of chemical neuroanatomy,11,,,
,,,Journal of hepato-biliary-pancreatic sciences,11,,,
